name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"San Fernando, Trinidad, Trinidad And Tobago",2025-05-07,89.5,75,82,102.3,75,88.1,75.1,80.3,0,0,0,rain,0,0,19.9,16.1,113.4,1012,60.8,7.6,267.9,23.1,9,30,2025-05-07T05:46:14,2025-05-07T18:18:47,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78970011634,3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-05-08,89.4,77.2,82.6,102,77.2,88.7,75.5,79.9,0,0,0,rain,0,0,17.9,15.5,103.6,1013,71.9,7.1,188.8,16.4,7,30,2025-05-08T05:45:57,2025-05-08T18:18:57,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78970011634,3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-05-09,87.8,76.9,81.3,99.7,76.9,86.5,76.2,85,0.039,100,4.17,rain,0,0,23.7,15,105.4,1013,73.8,7,240,20.8,8,30,2025-05-09T05:45:42,2025-05-09T18:19:07,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-05-10,87.6,75.3,80.6,99.9,75.3,85.4,76.1,86.7,0.012,100,4.17,rain,0,0,21.5,15,107.5,1014.8,70,6.9,189.3,16.2,7,30,2025-05-10T05:45:27,2025-05-10T18:19:18,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-05-11,89.3,75.1,81.6,99.9,75.1,86.1,74.6,80.5,0,0,0,,0,0,18.6,17.2,96.9,1014.5,37.1,8.2,289.3,24.8,10,10,2025-05-11T05:45:12,2025-05-11T18:19:29,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78970011634,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-05-12,91.3,74.9,81.9,102.8,74.9,88.2,75.2,80.9,0,0,0,rain,0,0,19.5,14.1,112.6,1014,47.8,7.8,249.7,21.7,8,30,2025-05-12T05:44:59,2025-05-12T18:19:41,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78970011634,3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-05-13,89.3,77,81.8,102.2,77,87,76.1,83.7,0.016,100,4.17,rain,0,0,21,17.2,103.4,1012.6,53.8,6.8,242.4,21.1,9,30,2025-05-13T05:44:46,2025-05-13T18:19:53,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78970011634,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-05-14,82.3,76.8,78.7,92,76.8,81.1,76,91.5,0.642,100,12.5,rain,0,0,22.4,13.9,103,1012.6,68.6,6.3,242.4,20.9,8,10,2025-05-14T05:44:34,2025-05-14T18:20:05,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-05-15,87.6,76.7,81.9,101.8,76.7,88.5,76.7,85.1,0.039,100,4.17,rain,0,0,25.3,18.3,97.4,1012.6,55.7,5.9,237.4,20.4,9,10,2025-05-15T05:44:23,2025-05-15T18:20:17,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78970011634,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-05-16,87.7,76.8,81.2,101.8,76.8,86.6,76.8,86.9,0.079,100,4.17,rain,0,0,22.6,16.1,102.2,1012.5,65,5.8,221.2,19.2,8,30,2025-05-16T05:44:13,2025-05-16T18:20:30,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78970011634,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-05-17,86,75.4,79.5,99.4,75.4,82.7,76.9,91.9,0.488,100,12.5,rain,0,0,22.4,16.1,114.5,1012.4,74.6,5.1,216,18.8,8,30,2025-05-17T05:44:04,2025-05-17T18:20:43,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-05-18,79.9,73.6,76.9,79.9,73.6,76.9,75.4,95.1,3.564,100,12.5,rain,0,0,22.8,10.3,98.4,1013.4,78.1,4.2,87.2,7.4,4,10,2025-05-18T05:43:55,2025-05-18T18:20:57,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-05-19,84.4,77,78.8,96.6,77,81.6,76.6,93.2,0.209,100,12.5,rain,0,0,22.1,12.8,120.4,1013.4,75.2,5.8,103.2,8.8,3,30,2025-05-19T05:43:47,2025-05-19T18:21:10,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-05-20,85.8,77.1,80.9,98.7,77.1,86.2,77.1,88.7,0.028,100,8.33,rain,0,0,24.6,15,113.3,1013.3,75.9,5.6,151.1,13,7,30,2025-05-20T05:43:40,2025-05-20T18:21:24,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-05-21,82.3,75.4,78.9,93.4,75.4,82.4,77.1,94.3,0.079,100,4.17,rain,0,0,20.8,11.4,105.3,1013.7,71.3,5.3,147.8,12.9,6,30,2025-05-21T05:43:34,2025-05-21T18:21:39,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-05-22,87.6,76.8,80,99.9,76.8,83.2,76.4,89.4,0.24,100,8.33,rain,0,0,27.7,17.2,104.3,1014,75,5.5,233.2,20.1,8,30,2025-05-22T05:43:28,2025-05-22T18:21:53,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-05-23,87.5,77,80.9,97.5,77,85.2,75.9,85.7,0,0,0,rain,0,0,20.6,16.1,103.2,1015.1,77,6.6,281.5,24.4,9,10,2025-05-23T05:43:24,2025-05-23T18:22:08,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78970011634,3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-05-24,86,76.9,81.6,97.3,76.9,87.3,75.9,83.3,0.012,100,4.17,rain,0,0,21.3,20.8,102.7,1015,48.9,6.1,262.8,22.8,9,10,2025-05-24T05:43:20,2025-05-24T18:22:23,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-05-25,85.7,76.8,79.5,98.6,76.8,82.4,77,92,0.799,100,12.5,rain,0,0,35.8,17.2,103.6,1014.9,76,4,109.4,9.4,4,10,2025-05-25T05:43:17,2025-05-25T18:22:38,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-05-26,86.4,77,81,99.5,77,85.9,76.7,87.2,0.079,100,4.17,rain,0,0,21.3,17.2,99.9,1015,51.8,4.6,260.6,22.5,9,10,2025-05-26T05:43:14,2025-05-26T18:22:54,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-05-27,82.6,76.8,79.7,92.8,76.8,82.9,76.2,89.3,0.232,100,8.33,rain,0,0,21.5,13.9,96.2,1015.4,63,5.6,189.7,16.2,7,10,2025-05-27T05:43:13,2025-05-27T18:23:09,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-05-28,85.8,74.9,79.8,97,74.9,84,75.9,88.2,0.051,100,8.33,rain,0,0,20.1,17.2,96.3,1015.5,78.6,6.3,236.6,20.5,8,30,2025-05-28T05:43:12,2025-05-28T18:23:25,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-05-29,86,78.5,81.2,99.5,78.5,86.8,77.6,89.1,0.079,100,4.17,rain,0,0,21.7,16.1,104.1,1015.3,62.7,7,163.4,14.1,5,30,2025-05-29T05:43:12,2025-05-29T18:23:41,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78970011634,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-05-30,86,77.1,80.8,99,77.1,85.3,77.1,88.9,0.354,100,8.33,rain,0,0,21.5,14.6,93.5,1015,76.8,7.4,210.9,18,8,30,2025-05-30T05:43:12,2025-05-30T18:23:57,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-05-31,86.2,76.9,80.8,98.6,76.9,85.2,76.8,88.3,0.98,100,8.33,rain,0,0,21.9,18.3,104.4,1015,72.5,4.6,246.8,21.3,8,10,2025-05-31T05:43:14,2025-05-31T18:24:13,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-06-01,84.3,78.6,81.1,97.7,78.6,87.8,77.8,89.7,0.087,100,8.33,rain,0,0,27.3,18.3,102,1016,80.3,3.3,195.2,16.9,7,30,2025-06-01T05:43:16,2025-06-01T18:24:29,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-06-02,87.5,78.5,82.1,99.6,78.5,87.9,75.9,82,0.512,100,4.17,rain,0,0,22.6,17.2,98.8,1016.5,65.7,4.2,259.8,22.5,8,10,2025-06-02T05:43:19,2025-06-02T18:24:45,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78970011634,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-06-03,87.6,76.7,80.9,97.7,76.7,85.4,75.5,84.4,0.02,100,8.33,rain,0,0,18.6,15,107.2,1014.9,58.2,5.1,275.2,23.8,9,10,2025-06-03T05:43:22,2025-06-03T18:25:02,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-06-04,86.2,75,80.4,96.4,75,84.4,74.7,83.3,0.161,100,4.17,rain,0,0,18.6,17.2,94.8,1014.1,53.6,7.2,271.5,23.4,9,10,2025-06-04T05:43:26,2025-06-04T18:25:18,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-06-05,86.2,75.2,79.7,97.4,75.2,83.3,75.3,86.8,0.091,100,12.5,rain,0,0,17.9,16.1,105.2,1014,62,7.1,212.2,18.4,8,30,2025-06-05T05:43:31,2025-06-05T18:25:34,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-06-06,84.2,76.8,79.7,95.9,76.8,83.4,76,89.2,1.567,100,8.33,rain,0,0,19.2,18.3,99.8,1014.3,77,6.5,164,14.3,5,30,2025-06-06T05:43:36,2025-06-06T18:25:51,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-06-07,86.1,77.2,80.4,99.2,77.2,85.2,77.3,90.3,0.201,100,8.33,rain,0,0,31.1,13.9,105.6,1014.2,71.4,5.8,246.3,21.2,9,10,2025-06-07T05:43:43,2025-06-07T18:26:07,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-06-08,86.1,76.8,80.9,99.2,76.8,85.7,76.1,85.9,0.004,100,4.17,rain,0,0,22.1,20.8,97.8,1014.1,53.1,4.4,260.7,22.4,9,10,2025-06-08T05:43:49,2025-06-08T18:26:23,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-06-09,87.8,77,80.7,99.5,77,84.3,75.7,85.4,0.055,100,8.33,rain,0,0,23.7,18.3,100.3,1013.9,69.7,4.8,251.8,21.7,9,30,2025-06-09T05:43:57,2025-06-09T18:26:39,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-06-10,80.4,75,77.1,87.5,75,77.4,75.8,95.8,1.22,100,12.5,rain,0,0,23.3,18.3,110.9,1014.6,73,5.4,128,11.1,6,30,2025-06-10T05:44:05,2025-06-10T18:26:55,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-06-11,82.2,75.1,77.4,91.8,75.1,78.6,76.2,96.3,0.276,100,8.33,rain,0,0,20.1,13.9,113.1,1014.6,75.4,5,100.5,8.6,4,30,2025-06-11T05:44:13,2025-06-11T18:27:11,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-06-12,79.4,75,76.9,79.4,75,76.9,75.4,95.4,5.626,100,12.5,rain,0,0,23.5,15,95.7,1014.6,79.7,5.6,120.1,10.4,5,10,2025-06-12T05:44:22,2025-06-12T18:27:26,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634,remote"
"San Fernando, Trinidad, Trinidad And Tobago",2025-06-13,85.8,76.8,80.6,96.7,76.8,85.3,76,86.3,0.398,100,4.17,rain,0,0,23.5,23,103.5,1014.4,73.6,5.1,105.3,9,4,10,2025-06-13T05:44:32,2025-06-13T18:27:42,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-06-14,85.8,76.8,80,95,76.8,83.5,75.2,85.7,0.039,100,4.17,rain,0,0,24.6,18.3,105.4,1015.8,61.8,5.3,265.9,22.8,9,10,2025-06-14T05:44:42,2025-06-14T18:27:57,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-06-15,87.6,75.2,80.7,97.7,75.2,85.2,75.6,85.2,0.039,100,4.17,rain,0,0,19.9,16.1,104.5,1016.5,35.1,6.8,266.8,22.9,9,10,2025-06-15T05:44:52,2025-06-15T18:28:12,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78970011634,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-06-16,87.6,77.2,81.3,99.9,77.2,86.3,76,84.3,0.012,100,8.33,rain,0,0,19.7,17.2,109.4,1015.3,42.6,6.9,239.5,20.6,8,30,2025-06-16T05:45:03,2025-06-16T18:28:26,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"78970011634,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-06-17,86,76.9,80.8,99.1,76.9,86.5,77.1,88.6,0.043,100,8.33,rain,0,0,20.6,15,108.6,1014.9,72.3,6.7,251.6,21.6,8,30,2025-06-17T05:45:15,2025-06-17T18:28:41,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-06-18,85.9,75.4,79.8,99,75.4,83.3,76.8,90.9,0.61,100,12.5,rain,0,0,22.1,15,120.6,1015.1,77.5,6.8,249.2,21.6,8,60,2025-06-18T05:45:27,2025-06-18T18:28:55,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-06-19,84.1,77,80.1,95.7,77,84.3,77.2,91,0.402,100,12.5,rain,0,0,27.3,15,106.8,1015.1,71.6,6,177.3,15.1,7,60,2025-06-19T05:45:39,2025-06-19T18:29:08,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-06-20,84.4,75.4,79.7,95.6,75.4,83.6,76.6,90.4,0.512,100,8.33,rain,0,0,25.3,19.7,105.3,1014.7,62.7,5.4,179.8,15.5,6,30,2025-06-20T05:45:52,2025-06-20T18:29:22,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-06-21,86,75.3,80.5,97.1,75.3,85.6,76.3,87.7,0.894,100,8.33,rain,0,0,21.9,17.2,110.4,1014.4,71.4,6.9,158.6,13.6,6,10,2025-06-21T05:46:04,2025-06-21T18:29:35,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-06-22,84.4,75.8,79,94.8,75.8,81.5,76.4,92,0.63,100,8.33,rain,0,0,17.9,13.9,108.6,1012.9,76.4,6.6,201.4,17.2,7,30,2025-06-22T05:46:18,2025-06-22T18:29:47,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-06-23,84.4,75.1,79,92.6,75.1,81.5,75.7,90.4,0.118,100,8.33,rain,0,0,24.2,15,113.3,1013.5,76,6.3,114.7,10,4,30,2025-06-23T05:46:31,2025-06-23T18:29:59,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-06-24,86,75.4,81.3,97.5,75.4,87,76.3,85.3,0.197,100,4.17,rain,0,0,25.3,21.9,100.2,1014.4,75.3,5.3,230.3,19.9,8,30,2025-06-24T05:46:45,2025-06-24T18:30:11,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-06-25,85.9,78.9,81.1,97.1,78.9,87,76.5,86.1,0.047,100,8.33,rain,0,0,22.6,20.8,104.8,1014.1,73.2,5.3,178.6,15.5,6,30,2025-06-25T05:46:59,2025-06-25T18:30:22,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-06-26,87.7,77.1,82.1,99.4,77.1,87.4,75.4,80.9,0,0,0,rain,0,0,21.7,17.2,102.1,1014,62.4,6,265.2,22.8,8,30,2025-06-26T05:47:14,2025-06-26T18:30:33,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78970011634,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-06-27,88,75.4,80.7,99.9,75.4,84.9,75.5,84.8,0.079,100,4.17,rain,0,0,17.9,17.2,107.6,1014.3,64.4,7,209.6,18.1,8,30,2025-06-27T05:47:28,2025-06-27T18:30:43,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-06-28,89.4,75.1,81.3,102.6,75.1,86.3,75.8,84.6,0.567,100,8.33,rain,0,0,16.1,9.2,108.6,1013.8,69.4,7.7,240.1,20.8,8,30,2025-06-28T05:47:43,2025-06-28T18:30:52,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"78970011634,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-06-29,82.6,75.4,78.3,92.7,75.4,79.7,76.4,94.1,0.788,100,12.5,rain,0,0,24.2,10.3,98,1014.4,78.5,5.9,196.5,17,7,30,2025-06-29T05:47:58,2025-06-29T18:31:01,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-06-30,87.7,76.8,81.7,99.7,76.8,86.9,76.2,84,0.008,100,4.17,rain,0,0,22.1,18.3,104.8,1015,51.6,7,248.3,21.4,8,10,2025-06-30T05:48:13,2025-06-30T18:31:10,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78970011634,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-07-01,87.9,75.1,80.9,98.2,75.1,85.2,75.4,84.3,0,0,0,rain,0,0,17.2,16.1,117.3,1014.7,49.7,7.1,270.3,23.4,9,10,2025-07-01T05:48:28,2025-07-01T18:31:18,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78970011634,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-07-02,87.8,76.8,82.1,100,76.8,87.4,75.5,81.2,0,0,0,rain,0,0,18.6,18.3,98.4,1015,35.7,7.6,237.1,20.5,7,30,2025-07-02T05:48:43,2025-07-02T18:31:25,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78970011634,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2025-07-03,88,75.1,81.5,100,75.1,87.2,75.4,82.7,0,0,0,,0,0,18.8,15,110,1015.1,62.3,7.6,249.2,21.5,8,30,2025-07-03T05:48:59,2025-07-03T18:31:31,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78970011634,TTPP,TDW00011634"
